Position,Rate
156060.0,1.3645224171715922e-08
156573.0,1.4388489206384438e-08
157407.0,1.5759312321847247e-08
158105.0,1.6085790884109527e-08
159970.0,2.1857923500323014e-08
160336.0,4.0816326531138585e-08
160679.0,6.464379947312912e-08
161437.0,1.5178571428602378e-07
162669.0,1.6280594405560344e-07
167245.0,1.0467456944787905e-07
171716.0,1.0428931875489394e-07
175283.0,2.3416506718054837e-07
175804.0,7.798609648199996e-07
180551.0,7.833969465644949e-07
183695.0,7.949579831924397e-07
184290.0,8.23487289653328e-07
187083.0,1.3695652174089654e-06
187129.0,1.3578231292505662e-06
187864.0,1.3580452127659222e-06
190872.0,1.3525547445259479e-06
192242.0,1.3518900343646021e-06
193697.0,1.3517893315321885e-06
196659.0,1.40158172231831e-06
197797.0,1.3846153846722805e-06
197836.0,1.29775280898554e-06
198014.0,6.976494291470083e-07
205459.0,7.766212970366734e-07
206708.0,7.706013363037896e-07
207157.0,7.761437908522182e-07
207769.0,7.011701170119111e-07
214435.0,6.991565135890059e-07
216569.0,6.990204808552803e-07
218815.0,7.032967032778862e-07
218906.0,6.956521739073032e-07
218975.0,6.96668174280146e-07
232241.0,5.657395701642655e-07
233823.0,5.595045772754207e-07
237537.0,1.3807531380825014e-07
238015.0,1.2910798121785447e-08
244831.0,1.2759170655690947e-08
246085.0,1.2992637504921727e-08
250703.0,1.244075829399929e-08
252391.0,1.4150943394014884e-08
252603.0,1.2820512820800915e-08
256737.0,1.630434782353889e-08
256921.0,0.0
256945.0,1.1467889911896945e-08
257381.0,1.3221153845510987e-08
259877.0,1.2389380531133217e-08
260442.0,1.3513513512632618e-08
261404.0,1.3311148088383067e-08
262606.0,1.3356854838114483e-08
266574.0,1.3563501850369148e-08
267385.0,1.4400000000591717e-08
271135.0,1.424870466175262e-08
272679.0,1.4402711098315467e-08
276220.0,1.3888888889067991e-08
277228.0,1.482213438854594e-08
278240.0,1.4268727704995219e-08
279922.0,1.433915211893641e-08
281526.0,1.4492753638086324e-08
281664.0,1.4124293784776021e-08
282372.0,9.433962273848645e-09
282478.0,1.44727773950867e-08
283929.0,1.4585556741200159e-08
286740.0,1.414965986398994e-08
290415.0,1.4362657091443421e-08
292086.0,1.5037593982612308e-08
292884.0,1.4039566050605462e-08
294451.0,1.4326647569017388e-08
294800.0,1.7543859646381026e-08
294971.0,1.4403292181255694e-08
296915.0,0.0
296944.0,1.4520813164987546e-08
299010.0,1.3888888890007862e-08
300090.0,1.4729950897861647e-08
300701.0,1.4893617021468653e-08
301171.0,1.4238773273989681e-08
302084.0,0.0
302118.0,1.5197568388482406e-08
302776.0,1.4245014249535808e-08
303127.0,1.4233241505919295e-08
305305.0,1.5432098764847875e-08
305953.0,1.4492753623375294e-08
306436.0,1.5384615385854862e-08
307411.0,1.4457831323041714e-08
307826.0,1.5454545454283356e-08
308926.0,1.529311809748483e-08
310103.0,1.539855072437653e-08
312311.0,1.570680628026783e-08
312693.0,1.5455950540373143e-08
313340.0,1.6433353622099496e-08
316626.0,1.6103059580710824e-08
317247.0,1.6949152542591446e-08
317660.0,1.515151514017575e-08
317792.0,1.0447761194164578e-07
317859.0,2.515406162463303e-06
318216.0,2.399999999980196e-06
318236.0,1.4345509893466277e-06
320864.0,7.10059171486664e-08
321033.0,1.9794721407135713e-08
322397.0,2.0876826721547855e-08
323355.0,3.1598513017220085e-08
323893.0,9.450171821253296e-08
325639.0,9.623430961830126e-08
325878.0,6.896551723060127e-08
325965.0,2.772808586752435e-08
328201.0,3.0016675932306245e-08
330000.0,3.82165605035816e-08
330157.0,2.4999999996092963e-08
330277.0,2.631578946957154e-08
330391.0,1.3172338091852179e-08
331302.0,1.1840688913508481e-08
332231.0,3.751906456524408e-07
334198.0,3.8219070134056655e-07
335467.0,0.0
335468.0,7.4243289543989595e-09
337219.0,7.208260276437665e-09
342352.0,6.493506494414143e-09
342968.0,4.791238877542962e-09
350273.0,0.0
350321.0,5.805515240288987e-09
351010.0,3.378378381851204e-09
351306.0,4.878048780550709e-09
357046.0,4.88472059345002e-09
362164.0,4.587155964257336e-09
364998.0,5.549389564965988e-09
365899.0,4.926108374675047e-09
368132.0,4.228329806560675e-09
368605.0,5.361930300417997e-09
368978.0,0.0
369082.0,1.298701295422393e-08
369159.0,0.0
369258.0,4.945598418978307e-09
371280.0,5.3191489321893595e-09
371656.0,4.77147162274425e-09
375638.0,5.23560209342261e-09
377930.0,5.932762029395825e-09
379447.0,5.508630187737235e-09
382170.0,1.2987012987180459e-08
382709.0,2.106227106114835e-08
383801.0,1.0931899641990897e-07
384359.0,2.4274406332097285e-07
384738.0,2.5838779956516954e-07
387033.0,2.4833110814332893e-07
388531.0,2.4938875305200524e-07
388940.0,2.5000000000100753e-07
390772.0,2.852272727272741e-07
397812.0,3.3640552995591624e-07
398029.0,3.187122736420805e-07
400514.0,7.630853994407e-07
400877.0,6.279069767470373e-07
402038.0,1.2844036694153965e-07
402147.0,4.8780487811696483e-08
402229.0,3.9453717756992216e-08
402888.0,3.851925963031163e-08
404887.0,2.1314387208036628e-08
405450.0,2.152641878796356e-08
405961.0,1.5703869882423483e-08
407744.0,1.77514792871666e-08
407913.0,1.4586709884268178e-08
408530.0,1.5845070426313697e-08
409098.0,3.571428562411581e-08
409126.0,1.4925373136414596e-08
409930.0,1.1976047895228737e-08
410097.0,1.2374323280925327e-08
411390.0,1.0526315781595785e-08
411580.0,0.0
411588.0,1.1682242994362309e-08
412016.0,8.830022076289431e-09
412469.0,0.0
412483.0,1.3793103437953098e-08
412628.0,9.453781512371538e-09
415484.0,8.960573479546717e-09
416042.0,0.0
416100.0,9.5541401258954e-09
417356.0,8.658008659218858e-09
417818.0,9.876543211257066e-09
418223.0,1.7241379328068212e-08
418281.0,8.836524299060841e-09
418960.0,2.189781021555588e-08
419097.0,2.2569444444515203e-07
420249.0,2.307692307331658e-07
420314.0,2.2574447646492335e-07
421355.0,2.263681592068992e-07
421757.0,1.6460905349171065e-08
422972.0,5.31135531134944e-07
423791.0,2.0000000000257907e-07
423826.0,3.97561622083448e-09
427599.0,3.6275695289230157e-09
430907.0,2.5380710640903542e-09
431695.0,3.649635037006489e-09
434983.0,0.0
435033.0,3.754266210613197e-09
437963.0,2.9078014186571886e-07
438104.0,2.8928571428364437e-07
439504.0,3.813155386614978e-09
440553.0,2.7442371029566784e-09
442375.0,2.2909507428444436e-09
443248.0,0.0
443256.0,2.8264556255438485e-09
445025.0,2.469135796235167e-09
445430.0,0.0
445492.0,2.493765588598395e-09
445893.0,2.300613496572972e-09
447197.0,1.1711711714148911e-07
447308.0,2.468239564425139e-07
450063.0,1.0093896713149494e-07
450489.0,2.072538860393322e-08
450682.0,4.7169811321362984e-09
452166.0,0.0
452212.0,7.3529411761922225e-09
453572.0,0.0
453584.0,4.716981131896898e-08
453796.0,8.681672026651391e-08
454107.0,1.7460317455708993e-07
454170.0,3.384615384815194e-07
454235.0,5.833333333323968e-07
454655.0,1.0081743868924942e-07
455022.0,1.4619883045576223e-08
455364.0,1.7045454542790658e-08
455540.0,1.605288007527072e-08
456599.0,1.548672566391652e-08
457051.0,3.1249999995116205e-08
457147.0,4.545454545468796e-08
458291.0,4.3165467619153314e-08
458430.0,5.8189655178633246e-08
458894.0,2.8908554570548176e-08
460589.0,3.0479960415677296e-07
462610.0,6.632876712333651e-07
466260.0,6.557788944680663e-07
466658.0,6.549672813813308e-07
468339.0,5.833333333408556e-07
468387.0,5.492063492069866e-07
468702.0,4.78707782669025e-07
469383.0,3.432657926116522e-07
470222.0,2.8403186699027747e-07
473109.0,4.2948717947319744e-07
473265.0,5.01216545017394e-07
473676.0,6.397694524478719e-07
475411.0,3.3391761612695255e-07
476552.0,1.387323943661991e-07
477972.0,1.3199105145470535e-07
480654.0,1.384711779447398e-07
482250.0,1.3513513511401602e-07
482361.0,1.4285714286735094e-07
482543.0,1.3787234042515013e-07
483718.0,1.6279069767651783e-07
484062.0,1.7293233081784963e-07
484195.0,1.823076923092624e-07
485495.0,3.09082263433315e-07
487598.0,5.963895885807888e-06
488789.0,5.8446490218665754e-06
489658.0,2.426988922454764e-06
490651.0,2.3198198198200145e-06
491317.0,2.311688311696151e-06
491548.0,1.3131170662899451e-06
492966.0,1.1547619047647117e-06
493218.0,3.3509234828258587e-07
493597.0,3.333333333305827e-07
493813.0,3.095238095237729e-07
494695.0,3.0058322117678646e-07
496924.0,2.874720357916457e-07
497818.0,2.855727028178049e-07
504881.0,2.8515624998781686e-07
505137.0,2.8263795424082326e-07
506623.0,2.489270386232847e-07
506856.0,1.9060773480628375e-07
507580.0,1.5139442231068722e-07
508333.0,1.470588235412597e-07
508435.0,1.3530326594185748e-07
509721.0,1.999999999687437e-07
509736.0,1.426923076914149e-07
512336.0,1.463235294132784e-07
513696.0,1.5199999998571912e-07
513821.0,1.582733812957879e-07
514655.0,1.5986769569993352e-07
515562.0,1.598951507222355e-07
516325.0,1.549609810468239e-07
518119.0,1.5341959334575833e-07
518660.0,1.8518518521107e-07
518768.0,3.777777777713709e-07
518948.0,3.6842105263632987e-07
519024.0,1.5018315018136868e-07
520116.0,1.2500000001747225e-07
520148.0,1.485319516400456e-07
520727.0,1.2499999998046482e-07
520751.0,1.5625000004959588e-07
520783.0,1.4606741573170224e-07
521762.0,1.5079365077948326e-07
521888.0,1.442786069632471e-07
522290.0,1.458333333352139e-07
522818.0,1.4500442086634036e-07
525080.0,1.5481171547679722e-07
525319.0,8.128726287266601e-06
526057.0,7.861157024794094e-06
526662.0,1.2173913043249084e-07
527582.0,1.134751773082276e-07
527864.0,1.0707456979105571e-07
528387.0,8.571428570089015e-08
528422.0,8.187134503029552e-08
528593.0,5.914567360204406e-08
529506.0,5.7803468211038155e-08
530198.0,5.148005147810256e-08
530975.0,4.692691029855462e-08
533383.0,4.0404040409688e-08
533482.0,4.3571428570540354e-08
534882.0,4.418985270521412e-08
535493.0,3.0303030226522504e-08
535526.0,4.318181818583546e-08
535966.0,4.331046312212474e-08
538298.0,4.294478527662741e-08
538624.0,4.339550818422058e-08
541251.0,4.3010752681450256e-08
541530.0,4.316839747530263e-08
546441.0,4.3471260666629616e-08
552652.0,6.195175438594389e-06
554020.0,6.203026481716275e-06
554813.0,1.3573923166471614e-05
555672.0,1.3926890156918906e-05
558476.0,1.3944237918216662e-05
559552.0,1.3944468736334986e-05
561839.0,6.963806970524347e-07
563331.0,6.687370600398739e-07
564780.0,6.607495069098716e-07
565287.0,7.337883958948452e-07
565580.0,7.596017069727039e-07
566283.0,7.707509881411984e-07
566789.0,7.777777777797515e-07
567230.0,1.0624999999819806e-06
567262.0,1.3584905660361019e-06
567633.0,8.116485013630111e-07
570569.0,6.890756302498978e-07
571164.0,6.929936305750728e-07
571949.0,7.083333333213204e-07
571997.0,7.007168458789862e-07
572555.0,6.942148760126487e-07
572676.0,6.998854524619141e-07
573549.0,6.842105264581733e-07
573568.0,6.968085106364849e-07
573756.0,6.965034965039601e-07
574471.0,6.97373578988274e-07
579573.0,6.973866790009389e-07
588221.0,6.341463414654027e-07
588713.0,6.281631437922834e-07
592072.0,1.1954969796816925e-06
601177.0,1.162343900096424e-06
603259.0,1.1464029865805168e-06
632992.0,1.305084745763602e-06
634998.0,1.3050047214348916e-06
638175.0,1.3047508690605958e-06
639901.0,3.869090909102045e-06
640176.0,6.611284117970139e-06
645635.0,6.69217970049764e-06
646236.0,6.69292989814285e-06
649574.0,6.693597560972953e-06
650230.0,2.3005565862628738e-07
650769.0,2.3076923077178226e-07
651965.0,2.215208896896072e-07
655292.0,2.9559270516867103e-07
656608.0,1.4884591391127754e-06
658211.0,2.325657894743459e-06
658515.0,2.3681462140986137e-06
659281.0,1.346623794211959e-06
660836.0,1.0853754940719026e-06
662101.0,8.536585365963741e-07
662183.0,6.752873563217966e-07
662531.0,6.28571428571139e-07
663861.0,2.814814814813518e-07
663996.0,6.548672566186644e-08
665126.0,6.477732794427711e-08
665373.0,6.593406593352186e-08
665737.0,9.045226130132307e-08
666135.0,5.6503740648378664e-06
668140.0,5.590604026846199e-06
668438.0,2.5517095821022795e-06
670807.0,2.083333333402493e-06
670819.0,1.6171932402641097e-06
672180.0,1.6137931034492516e-06
672615.0,1.6277450455281864e-06
674482.0,2.2061908416468463e-06
678391.0,1.2781954887268392e-06
678524.0,1.0963470319630079e-06
680714.0,1.099476439804754e-06
680905.0,1.113402061852587e-06
681778.0,1.3616298811548242e-06
684134.0,1.442307692314579e-06
684394.0,3.401838831800923e-06
686243.0,3.2419627749539902e-06
686834.0,6.153846153878188e-07
687692.0,5.800995024864576e-07
688697.0,2.739212007487642e-07
689763.0,2.5085130533563323e-07
693287.0,2.5349650349622325e-07
695003.0,2.785343709462999e-07
698087.0,2.777498744349702e-07
700078.0,2.7649769585843896e-07
700295.0,2.638888888640957e-07
700367.0,2.835820895786209e-07
700434.0,2.7187499999636876e-07
701074.0,2.777777777813598e-07
701200.0,2.718052738356322e-07
702186.0,2.744702320877293e-07
703177.0,9.818181818585262e-07
703232.0,2.5840707964545737e-06
703571.0,2.727840909091193e-06
705331.0,4.231958762878383e-06
705525.0,4.73856209152125e-06
705678.0,4.739403453686544e-06
706315.0,4.000000000000509e-06
706792.0,9.850885368121337e-07
707865.0,9.801444043328597e-07
708419.0,9.816384180795682e-07
709127.0,9.838709677433672e-07
709623.0,9.172510518920677e-07
711049.0,8.798342541436682e-07
720461.0,5.568245125352135e-06
720820.0,5.611111111155272e-06
720838.0,2.957264957238024e-06
720955.0,1.1939393939394106e-06
721120.0,1.1593172119503847e-06
722526.0,6.319104268726287e-07
723955.0,5.722543352596718e-07
724474.0,5.711307972904794e-07
726393.0,4.656862745066868e-07
727005.0,4.986301369868912e-07
728830.0,5.973451327443286e-07
729508.0,6.82038834945469e-07
729920.0,6.905829596501609e-07
730143.0,1.4299262381440678e-06
731092.0,9.902200489013565e-07
731501.0,5.369583687336634e-07
732678.0,4.2361111110247566e-07
732822.0,3.7657864523497346e-07
733693.0,4.0959409594249566e-07
733964.0,7.639257294460907e-07
734341.0,7.646396396414983e-07
735229.0,4.886363636138278e-07
735317.0,3.7093690248656134e-07
735840.0,3.6858974359287e-07
736152.0,3.6453201969413335e-07
736355.0,3.62017804157465e-07
736692.0,3.5483870969836707e-07
736723.0,3.529411764154301e-07
736740.0,3.536585366023052e-07
736822.0,3.387387387370104e-07
738487.0,3.571428571434346e-07
738991.0,4.16139240506877e-07
740255.0,4.861111111173797e-07
740327.0,1.487804878018451e-06
740368.0,1.5652173913686649e-06
740414.0,5.954438334623676e-07
741687.0,4.501347708925565e-07
742429.0,4.452901998077208e-07
743480.0,4.436619718367071e-07
743764.0,4.440344403420139e-07
744577.0,4.454277286208104e-07
744916.0,4.5485519590690407e-07
745503.0,9.438202247189895e-07
746660.0,5.531914893634364e-07
746754.0,3.6438356164366773e-07
747484.0,3.610431947845455e-07
748711.0,3.0601092896569475e-07
748894.0,2.619047619202233e-07
748936.0,2.2413793101987203e-07
748994.0,1.918505942286857e-07
750172.0,1.9449541284188853e-07
750717.0,2.0122574055158604e-07
752675.0,3.978555304740156e-07
757991.0,4.2947154471572435e-07
762911.0,6.754385964687739e-07
763025.0,5.546275395033204e-06
763468.0,5.5531914893757205e-06
763609.0,5.975399753995937e-06
764422.0,1.3147764287836666e-06
767799.0,1.313789868667005e-06
769931.0,1.3139534883732996e-06
770189.0,1.316239316240214e-06
772178.0,1.2999999999152578e-06
772188.0,1.2403177755688531e-06
773195.0,1.2394557823133718e-06
774665.0,1.2062883435586584e-06
779881.0,1.1946902654886572e-06
780107.0,1.1972222222193333e-06
780467.0,1.2035541195451395e-06
781086.0,1.675000000004682e-06
781446.0,2.6781609195397635e-06
782055.0,2.6800000000002035e-06
782380.0,2.920353982300367e-06
782606.0,2.9610389610375967e-06
782683.0,2.9704251386320038e-06
783765.0,3.164657814095819e-05
784744.0,1.449038461538603e-05
784848.0,1.4485596707826106e-05
785091.0,1.4482758620631401e-05
785120.0,1.4481481481499048e-05
785147.0,1.4443298969076594e-05
785535.0,1.2705882352935846e-05
785892.0,1.260227272727303e-05
786596.0,3.7234042553671636e-07
787160.0,3.999999997006398e-07
787170.0,3.626251390446704e-07
788069.0,3.649289099573125e-07
788280.0,3.5000000000451335e-07
788340.0,3.5999999994373864e-07
788390.0,4.285714290119813e-07
788397.0,3.5999999999110816e-07
788472.0,3.6081166772270733e-07
790049.0,3.6263736265877075e-07
790140.0,3.646616541295467e-07
790672.0,4.5801526718535305e-07
790803.0,6.104417670679919e-07
791301.0,9.074889867831737e-07
791982.0,9.038461538529291e-07
792086.0,9.158878504791004e-07
792193.0,9.18857142855651e-07
793068.0,1.358974359004897e-06
793107.0,1.726666666665248e-06
793257.0,1.5849056603977964e-06
793310.0,1.4102564102485687e-06
793349.0,9.69337289810511e-07
794360.0,1.1675560298846604e-06
795297.0,1.7635658914680695e-06
795813.0,4.075000000014483e-06
795973.0,4.113924050634566e-06
796052.0,4.728682170539877e-06
796697.0,6.221052631579034e-06
797267.0,6.800000000121524e-06
797282.0,7.259259259221288e-06
797336.0,7.363260484347233e-06
799029.0,7.375968992256622e-06
799287.0,7.378340365681631e-06
799998.0,7.3593256059001195e-06
800947.0,7.323308270671912e-06
801080.0,7.160714285715995e-06
801136.0,6.945454545456445e-06
801246.0,2.2657657657584047e-06
801468.0,1.6785714285840112e-06
801524.0,9.259723964892143e-07
802321.0,9.247083775159505e-07
803264.0,9.218750000039577e-07
803456.0,9.173553719042672e-07
803577.0,9.30232558145629e-07
803663.0,9.113924050557705e-07
803742.0,9.108910891131196e-07
803944.0,8.984485190399613e-07
805362.0,8.97155361051347e-07
806276.0,8.977955911797028e-07
806775.0,9.285714287646638e-07
806789.0,9.054054053999346e-07
806937.0,9.117647058791831e-07
807073.0,9.104046242789286e-07
807419.0,9.230769229326632e-07
807432.0,9.138755980849578e-07
808059.0,9.117647059000814e-07
808229.0,8.928571428233414e-07
808285.0,8.987226277372387e-07
809381.0,8.932038834992725e-07
809587.0,9.004149377562057e-07
809828.0,9.000000000369824e-07
809848.0,8.679706601442421e-07
810257.0,1.120654396728456e-06
811235.0,2.7162411347519207e-05
812645.0,2.6785714285697174e-05
812743.0,2.6110262008734555e-05
813659.0,2.757437070935447e-06
814096.0,2.129870129891004e-06
814173.0,6.205059920098686e-07
814924.0,4.367346938769682e-07
815169.0,4.311224489786777e-07
815953.0,4.31446540881598e-07
816748.0,4.2857142857494116e-07
817000.0,4.296141814360713e-07
817959.0,4.3103448277292955e-07
818075.0,4.286458333335741e-07
819995.0,4.285714285697047e-07
820485.0,4.3655913978293557e-07
820950.0,4.7058823530416666e-07
821205.0,5.277777777281914e-07
821241.0,5.223880597082289e-07
821308.0,5.833333333408556e-07
821320.0,6.352201257911629e-07
821479.0,6.81115718054824e-07
824132.0,6.77777777763961e-07
824222.0,1.7914809311550173e-06
826241.0,1.7731343283568338e-06
827246.0,1.7736220472419891e-06
827754.0,1.6991869918835777e-06
827877.0,1.6363636363721544e-06
827998.0,1.5999999999867972e-06
828028.0,1.5705980066420086e-06
829232.0,1.2135231316725933e-06
830075.0,3.6370903277563125e-07
831326.0,1.3389121338925523e-07
834194.0,1.3861386138792608e-07
834295.0,1.3463626492895646e-07
836137.0,1.4018691588254331e-07
836351.0,1.4516129032333628e-07
837715.0,1.6525423729241715e-07
837951.0,1.8445121951225267e-07
838607.0,2.134251290870377e-07
840350.0,2.16589861750047e-07
841001.0,2.2435897436186755e-07
841157.0,1.9047619050281484e-07
841178.0,2.2535211265751737e-07
841249.0,2.22222222253284e-07
841339.0,2.2157824342367525e-07
843582.0,2.2332506203510055e-07
844791.0,2.234042553220298e-07
844885.0,2.2535211267419678e-07
845311.0,2.2504892367401708e-07
845822.0,2.275042444868303e-07
846411.0,2.299503193748068e-07
847820.0,2.1052631581890062e-07
847858.0,2.440087145962264e-07
849694.0,2.7181688125881613e-07
850393.0,2.9427792915772523e-07
850760.0,8.473895582336678e-07
851258.0,1.0658165364043192e-06
853689.0,4.884615384614932e-06
854209.0,7.0149365197903795e-06
855548.0,7.322727272729423e-06
856208.0,7.6084656084632904e-06
857153.0,7.856234096695273e-06
857939.0,1.2338129496408628e-05
858078.0,2.0629629629585498e-05
858132.0,2.066255144032624e-05
858375.0,2.0663299663302105e-05
858969.0,2.0659090909092015e-05
859145.0,2.0656250000003792e-05
859433.0,2.0666666666646304e-05
859502.0,2.063832853026077e-05
860196.0,2.0557103064067104e-05
862350.0,2.0244005641748714e-05
863059.0,1.850892857142255e-05
863171.0,1.6211764705870483e-05
863256.0,2.0414937759339625e-06
864702.0,1.8658865886582586e-06
865813.0,1.878048780512023e-06
865854.0,1.8869565217325702e-06
865969.0,1.9322709163393583e-06
866220.0,2.4999999999981503e-06
866354.0,4.741573033711983e-06
866443.0,1.326315789472089e-05
866462.0,1.828099173553804e-05
866704.0,1.829565217390624e-05
867049.0,1.826563706563746e-05
868344.0,3.516977928694968e-06
869522.0,3.5233644859674525e-06
869736.0,3.549152542372197e-06
870031.0,3.5993640699527276e-06
870660.0,3.619439868208315e-06
871267.0,3.7517385257302075e-06
872705.0,4.863636363629873e-06
872771.0,4.981651376150498e-06
872880.0,5.016528925609024e-06
873122.0,4.952380952379561e-06
873332.0,1.2990196078549127e-06
873536.0,1.297448359659615e-06
877651.0,1.3651176825577609e-06
879308.0,1.657142857171477e-06
879378.0,1.7883211678803405e-06
879515.0,1.7969230769228244e-06
879840.0,2.0401337792661924e-06
880737.0,9.9540229885046e-06
881172.0,1.1168704156476814e-05
881581.0,1.1168754605748753e-05
882938.0,4.661911554919393e-06
883639.0,1.5470085470046379e-06
883873.0,1.486976217440176e-06
884756.0,1.4915254237566495e-06
884815.0,1.4901960784306859e-06
884917.0,1.491455204557796e-06
886848.0,1.4946564885492627e-06
888813.0,4.9718875501990135e-06
889560.0,4.950394065833187e-06
891717.0,5.691642651260529e-07
892411.0,4.5022970903558733e-07
894370.0,7.27272727266726e-07
894535.0,2.0789473684545395e-06
894611.0,5.044198895030982e-06
894792.0,5.064516128966591e-06
894823.0,5.296296296301936e-06
894904.0,5.598321342925434e-06
895738.0,7.183333333316e-06
895798.0,4.4527687296478645e-06
896105.0,1.736842105272199e-06
896181.0,7.945736434106075e-07
896955.0,7.931623931578725e-07
897540.0,7.931034482761975e-07
898207.0,6.659205372138414e-07
899994.0,3.9405762304912233e-07
903326.0,4.0080808080812277e-07
905801.0,4.44444444440777e-07
906179.0,4.4541484716953213e-07
906408.0,4.4461859979144373e-07
910236.0,4.44444444440777e-07
910344.0,4.3941248469957663e-07
911161.0,4.419378698221779e-07
913865.0,6.17375231053873e-07
916570.0,6.490539916935238e-07
920904.0,3.1560439560400363e-07
925454.0,1.5712074303608185e-07
926746.0,4.854000758442473e-08
932020.0,4.900662251517157e-08
932775.0,4.9522154646565925e-08
933926.0,5.0847457639243955e-08
934103.0,5.504587155103037e-08
934212.0,5.4545454545461486e-08
937127.0,1.4006514658491712e-07
937434.0,2.0623398804403203e-07
939776.0,3.3221476509643953e-07
940074.0,5.789473684218404e-07
940606.0,6.168421052614959e-07
941081.0,6.296296296628122e-07
941162.0,6.499999999576289e-07
941242.0,6.380597014988715e-07
941778.0,5.16806722686677e-07
942730.0,5.333333334078816e-07
942745.0,5.19595448798631e-07
943536.0,6.653696497982291e-07
943793.0,7.777777777878075e-07
943910.0,8.740157480347742e-07
944037.0,9.668411867383136e-07
944610.0,9.60526315795182e-07
944686.0,9.681668496126924e-07
945597.0,9.642857143253382e-07
945653.0,9.650872817952998e-07
947658.0,1.1600000000006555e-06
948758.0,8.7323232323222e-06
949352.0,1.1383073496657954e-05
949801.0,1.160869565216179e-05
949870.0,1.1649970536241117e-05
951567.0,5.719711042311882e-06
956412.0,4.0670974838437673e-07
963685.0,6.151468315310117e-07
964332.0,1.060869565195765e-06
964447.0,1.526477832512936e-06
966071.0,1.5298013244995107e-06
966222.0,1.5396016674382661e-06
968381.0,2.4750000000572924e-07
968781.0,2.419354838331577e-07
968843.0,2.1615201900516264e-07
969264.0,1.7298578199154935e-07
970108.0,1.053864168619971e-07
970535.0,1.0575427682695947e-07
973107.0,1.0670731707454676e-07
973435.0,1.0519852640249038e-07
975878.0,4.579759862733322e-07
976461.0,7.345360824784666e-07
976849.0,4.904306220037518e-08
